year,month,day,hour,wind_speed,direction,rain
2023,6,8,15,1.85,233.646,0.0
2023,6,8,16,1.682,227.69,0.0
2023,6,8,17,1.077,221.457,0.0
2023,6,8,18,1.255,221.15,0.0
2023,6,8,19,1.073,249.678,0.0
2023,6,8,20,1.363,254.834,0.0
2023,6,8,21,1.631,250.908,0.0
2023,6,8,22,1.462,249.345,0.0
2023,6,8,23,1.437,235.923,0.0
2023,6,9,0,1.251,223.111,0.0
2023,6,9,1,1.082,230.534,0.0
2023,6,9,2,1.15,218.115,0.0
2023,6,9,3,1.286,219.506,0.0
2023,6,9,4,1.458,215.58,0.0
2023,6,9,5,1.44,224.93,0.0
2023,6,9,6,1.222,220.907,0.0
2023,6,9,7,0.934,220.984,0.0
2023,6,9,8,1.017,223.041,0.0
2023,6,9,9,0.995,256.592,0.0
2023,6,9,10,0.779,320.642,0.0
2023,6,9,11,1.473,19.881,0.0
2023,6,9,12,1.489,31.217,0.0
2023,6,9,13,1.602,66.222,0.0
2023,6,9,14,1.646,83.227,0.0
2023,6,9,15,1.495,95.469,0.0
2023,6,9,16,1.874,98.335,0.0
2023,6,9,17,1.006,102.297,0.0
2023,6,9,18,0.088,330.054,0.0
2023,6,9,19,0.637,251.233,0.0
2023,6,9,20,0.849,256.318,0.0
2023,6,9,21,1.166,261.413,0.0
2023,6,9,22,0.963,259.225,0.0
2023,6,9,23,1.51,244.425,0.0
2023,6,10,0,1.389,251.456,0.0
2023,6,10,1,1.738,241.482,0.0
2023,6,10,2,2.095,233.23,0.0
2023,6,10,3,1.657,257.627,0.0
2023,6,10,4,1.54,228.642,0.0
2023,6,10,5,1.181,245.804,0.0
2023,6,10,6,1.472,258.404,0.0
2023,6,10,7,1.143,230.414,0.0
2023,6,10,8,1.016,248.74,0.0
2023,6,10,9,1.858,228.181,0.0
2023,6,10,10,2.116,236.504,0.0
2023,6,10,11,2.093,220.413,0.0
2023,6,10,12,2.715,230.379,0.0
2023,6,10,13,2.689,231.127,0.0
2023,6,10,14,2.403,232.212,0.0
2023,6,10,15,2.462,228.911,0.0
2023,6,10,16,2.128,233.085,0.0
2023,6,10,17,1.631,232.556,0.0
2023,6,10,18,0.993,250.44,0.0
2023,6,10,19,1.046,261.663,0.0
2023,6,10,20,0.986,241.962,0.0
2023,6,10,21,1.201,222.215,0.0
2023,6,10,22,1.305,217.499,0.0
2023,6,10,23,1.038,215.425,0.0
2023,6,11,0,0.908,238.441,0.0
2023,6,11,1,0.858,248.943,0.0
2023,6,11,2,1.051,243.272,0.0
2023,6,11,3,0.852,243.46,0.0
2023,6,11,4,0.914,274.811,0.0
2023,6,11,5,1.247,276.408,0.0
2023,6,11,6,1.77,269.892,0.0
2023,6,11,7,1.623,271.971,0.0
2023,6,11,8,0.718,278.883,0.0
2023,6,11,9,1.77,13.977,0.0
2023,6,11,10,1.709,25.015,0.0
2023,6,11,11,2.579,40.872,0.0
2023,6,11,12,2.283,45.887,0.0
2023,6,11,13,2.073,51.693,0.0
2023,6,11,14,1.72,55.063,0.0
2023,6,11,15,1.613,41.272,0.0
2023,6,11,16,1.549,42.296,0.0
2023,6,11,17,1.633,29.364,0.0
2023,6,11,18,1.484,358.745,0.0
2023,6,11,19,1.499,7.508,0.0
2023,6,11,20,1.226,8.169,0.0
2023,6,11,21,1.337,6.009,0.0
2023,6,11,22,0.49,312.864,0.0
2023,6,11,23,1.331,265.51,0.0
2023,6,12,0,1.209,233.264,0.0
2023,6,12,1,1.022,240.927,0.0
2023,6,12,2,0.625,249.703,0.0
2023,6,12,3,0.736,256.042,0.0
2023,6,12,4,0.799,274.664,0.0
2023,6,12,5,0.575,285.649,0.0
2023,6,12,6,0.871,3.18,0.0
2023,6,12,7,1.484,12.616,0.0
2023,6,12,8,1.002,348.783,0.0
2023,6,12,9,0.95,348.049,0.0
2023,6,12,10,0.781,320.977,0.0
2023,6,12,11,1.332,348.451,0.0
2023,6,12,12,4.359,223.621,0.0
2023,6,12,13,4.273,227.442,0.0
2023,6,12,14,3.376,224.94,0.0
2023,6,12,15,1.805,267.194,0.0
2023,6,12,16,0.92,268.651,0.0
2023,6,12,17,2.247,246.059,0.0
2023,6,12,18,1.681,254.566,0.0
2023,6,12,19,1.943,231.129,0.0
2023,6,12,20,1.533,253.969,0.0
2023,6,12,21,1.41,257.96,0.0
2023,6,12,22,1.22,253.533,0.0
2023,6,12,23,1.078,240.7,0.0
2023,6,13,0,1.162,235.136,0.0
2023,6,13,1,1.191,257.471,0.0
2023,6,13,2,0.962,230.379,0.0
2023,6,13,3,1.133,231.689,0.0
2023,6,13,4,1.101,228.345,0.0
2023,6,13,5,1.251,222.166,0.0
2023,6,13,6,1.236,220.434,0.0
2023,6,13,7,0.894,227.91,0.0
2023,6,13,8,0.794,240.285,0.0
2023,6,13,9,1.367,337.485,0.0
2023,6,13,10,1.395,338.555,0.0
2023,6,13,11,2.022,13.733,0.0
2023,6,13,12,1.551,49.84,0.0
2023,6,13,13,1.623,54.343,0.0
2023,6,13,14,1.592,56.834,0.0
2023,6,13,15,1.393,57.137,0.0
2023,6,13,16,1.046,64.558,0.0
2023,6,13,17,1.113,70.955,0.0
2023,6,13,18,1.227,75.038,0.0
2023,6,13,19,0.429,53.375,0.0
2023,6,13,20,1.07,254.048,0.0
2023,6,13,21,1.087,254.163,0.0
2023,6,13,22,0.944,255.326,0.0
2023,6,13,23,1.025,257.274,0.0
2023,6,14,0,1.412,267.192,0.0
2023,6,14,1,1.697,279.869,0.0
2023,6,14,2,1.482,277.952,0.0
2023,6,14,3,0.784,244.689,0.0
2023,6,14,4,1.167,270.327,0.0
2023,6,14,5,0.175,279.058,0.0
2023,6,14,6,0.815,14.576,0.0
2023,6,14,7,0.373,293.131,0.0
2023,6,14,8,0.453,233.151,0.0
2023,6,14,9,0.953,306.679,0.0
2023,6,14,10,1.204,356.906,0.0
2023,6,14,11,1.486,23.258,0.0
2023,6,14,12,0.743,22.363,0.0
2023,6,14,13,0.492,26.652,0.0
2023,6,14,14,0.29,20.73,0.0
2023,6,14,15,0.894,15.19,0.0
2023,6,14,16,0.78,17.544,0.0
2023,6,14,17,1.428,9.1,0.0
2023,6,14,18,1.019,263.66,0.0
2023,6,14,19,4.506,224.933,0.0
2023,6,14,20,3.485,230.326,0.0
2023,6,14,21,2.613,239.428,0.0
2023,6,14,22,1.789,234.096,0.0
2023,6,14,23,1.641,244.073,0.0
2023,6,15,0,1.382,237.105,0.119
2023,6,15,1,1.342,242.003,1.1560000000000001
2023,6,15,2,0.267,292.73,0.272
2023,6,15,3,0.938,256.853,0.017
2023,6,15,4,0.956,270.5,0.0
2023,6,15,5,0.874,270.655,0.0
2023,6,15,6,0.579,281.035,0.0
2023,6,15,7,1.04,266.048,0.0
2023,6,15,8,0.997,278.943,0.0
2023,6,15,9,1.368,359.441,0.0
2023,6,15,10,2.321,21.526,0.0
2023,6,15,11,2.67,36.766,0.0
2023,6,15,12,2.257,59.657,0.0
2023,6,15,13,2.447,58.551,0.0
2023,6,15,14,2.322,59.477,0.0
2023,6,15,15,1.93,56.859,0.0
2023,6,15,16,1.988,40.648,0.0
2023,6,15,17,1.633,21.182,0.0
2023,6,15,18,0.667,264.261,0.0
2023,6,15,19,1.168,248.176,0.0
2023,6,15,20,2.796,227.053,0.0
2023,6,15,21,3.174,239.766,0.0
2023,6,15,22,3.375,237.146,0.0
2023,6,15,23,2.45,246.74,0.0
2023,6,16,0,1.491,266.571,0.0
2023,6,16,1,1.34,270.57,0.0
2023,6,16,2,0.803,252.674,0.0
2023,6,16,3,0.886,249.299,0.0
2023,6,16,4,1.096,252.337,0.0
2023,6,16,5,1.537,236.026,0.0
2023,6,16,6,2.609,233.456,0.0
2023,6,16,7,2.322,258.972,0.0
2023,6,16,8,2.129,250.856,0.0
2023,6,16,9,2.804,237.339,0.0
2023,6,16,10,2.68,236.132,0.0
2023,6,16,11,2.442,227.351,0.0
2023,6,16,12,1.854,215.912,0.0
2023,6,16,13,1.331,205.763,0.0
2023,6,16,14,1.463,134.562,0.0
2023,6,16,15,1.756,97.692,0.0
2023,6,16,16,1.613,73.672,0.0
2023,6,16,17,1.452,62.935,0.0
2023,6,16,18,1.879,45.521,0.0
2023,6,16,19,2.218,10.191,0.0
2023,6,16,20,2.711,15.019,0.0
2023,6,16,21,3.478,17.228,0.0
2023,6,16,22,3.88,19.326,0.0
2023,6,16,23,2.651,10.505,0.0
2023,6,17,0,2.363,18.55,0.0
2023,6,17,1,2.664,22.088,0.0
2023,6,17,2,1.578,12.693,0.0
2023,6,17,3,1.078,2.349,0.0
2023,6,17,4,1.069,287.277,0.0
2023,6,17,5,1.075,287.733,0.0
2023,6,17,6,1.276,279.475,0.0
2023,6,17,7,0.554,315.304,0.0
2023,6,17,8,0.87,5.329,0.0
2023,6,17,9,1.321,22.862,0.0
2023,6,17,10,1.792,40.454,0.0
2023,6,17,11,1.701,38.195,0.0
2023,6,17,12,2.313,37.551,0.0
2023,6,17,13,2.092,37.573,0.0
2023,6,17,14,2.85,39.495,0.0
2023,6,17,15,2.175,37.888,0.0
2023,6,17,16,1.221,56.191,0.0
2023,6,17,17,1.089,48.971,0.0
2023,6,17,18,0.976,26.346,0.0
2023,6,17,19,1.156,258.107,0.0
2023,6,17,20,1.293,246.079,0.0
2023,6,17,21,1.313,236.28,0.0
2023,6,17,22,1.315,246.539,0.0
2023,6,17,23,0.85,247.104,0.0
2023,6,18,0,1.142,249.806,0.0
2023,6,18,1,1.234,244.525,0.0
2023,6,18,2,1.54,236.697,0.0
2023,6,18,3,2.413,236.464,0.0
2023,6,18,4,3.607,227.285,0.0
2023,6,18,5,3.912,228.878,0.0
2023,6,18,6,3.385,226.866,0.0
2023,6,18,7,3.125,230.639,0.0
2023,6,18,8,3.007,233.156,0.0
2023,6,18,9,3.021,226.945,0.0
2023,6,18,10,2.639,226.843,0.0
2023,6,18,11,2.664,223.809,0.0
2023,6,18,12,2.024,230.397,0.0
2023,6,18,13,2.017,216.212,0.0
2023,6,18,14,1.425,230.911,0.0
2023,6,18,15,1.006,191.319,0.0
2023,6,18,16,0.794,151.903,0.0
2023,6,18,17,0.775,124.391,0.0
2023,6,18,18,0.159,147.391,0.0
2023,6,18,19,0.656,282.995,0.0
2023,6,18,20,0.557,270.686,0.0
2023,6,18,21,0.227,318.419,0.0
2023,6,18,22,0.464,331.455,0.0
2023,6,18,23,0.4,319.981,0.0
2023,6,19,0,1.252,0.343,0.0
2023,6,19,1,1.705,2.381,0.0
2023,6,19,2,2.256,14.966,0.0
2023,6,19,3,1.634,12.484,0.0
2023,6,19,4,0.875,0.164,0.0
2023,6,19,5,1.089,11.516,0.0
2023,6,19,6,0.805,292.264,0.0
2023,6,19,7,1.08,11.839,0.0
2023,6,19,8,0.762,8.494,0.0
2023,6,19,9,1.126,30.571,0.0
2023,6,19,10,1.592,39.329,0.0
2023,6,19,11,1.652,47.699,0.0
2023,6,19,12,1.956,36.704,0.0
2023,6,19,13,2.551,25.979,0.0
2023,6,19,14,2.053,20.951,0.0
2023,6,19,15,0.473,44.358,0.0
2023,6,19,16,3.53,220.443,0.0
2023,6,19,17,3.672,224.504,0.0
2023,6,19,18,2.374,238.129,0.0
2023,6,19,19,2.65,230.141,0.0
2023,6,19,20,1.98,232.643,0.0
2023,6,19,21,3.115,229.317,0.0
2023,6,19,22,3.811,237.902,0.0
2023,6,19,23,3.454,233.061,0.0
2023,6,20,0,2.73,233.976,0.0
2023,6,20,1,2.558,242.675,0.0
2023,6,20,2,2.45,235.11,0.0
2023,6,20,3,1.91,238.14,0.0
2023,6,20,4,2.068,236.304,0.0
2023,6,20,5,1.766,245.793,0.0
2023,6,20,6,1.878,255.797,0.0
2023,6,20,7,1.907,264.407,0.0
2023,6,20,8,1.339,255.912,0.0
2023,6,20,9,1.157,237.443,0.0
2023,6,20,10,1.531,220.584,0.0
2023,6,20,11,1.816,222.917,0.0
2023,6,20,12,1.585,207.091,0.0
2023,6,20,13,1.448,186.908,0.0
2023,6,20,14,1.294,187.812,0.0
2023,6,20,15,0.974,205.316,0.0
2023,6,20,16,1.455,219.936,0.0
2023,6,20,17,1.377,211.612,0.0
2023,6,20,18,1.091,207.426,0.0
2023,6,20,19,0.893,146.458,0.0
2023,6,20,20,0.628,134.839,0.0
2023,6,20,21,0.61,245.465,0.0
2023,6,20,22,0.815,248.47,0.0
2023,6,20,23,0.776,264.081,0.0
2023,6,21,0,0.596,269.038,0.0
2023,6,21,1,0.785,300.13,0.0
2023,6,21,2,1.711,6.938,0.0
2023,6,21,3,1.904,3.966,0.0
2023,6,21,4,1.508,12.961,0.0
2023,6,21,5,1.464,12.058,0.0
2023,6,21,6,1.831,2.661,0.0
2023,6,21,7,1.689,10.606,0.0
2023,6,21,8,0.779,346.573,0.0
2023,6,21,9,0.903,24.199,0.0
2023,6,21,10,0.609,47.605,0.0
2023,6,21,11,0.394,224.914,0.0
2023,6,21,12,0.943,114.096,0.0
2023,6,21,13,1.233,130.752,0.0
2023,6,21,14,1.079,154.325,0.0
2023,6,21,15,0.898,192.811,0.0
2023,6,21,16,1.003,222.812,0.0
2023,6,21,17,0.853,235.223,0.0
2023,6,21,18,1.053,231.715,0.0
2023,6,21,19,1.145,241.233,0.0
2023,6,21,20,1.808,234.625,0.0
2023,6,21,21,1.383,252.646,0.0
2023,6,21,22,1.774,246.324,0.0
2023,6,21,23,2.757,230.494,0.0
2023,6,22,0,2.794,229.851,0.0
2023,6,22,1,2.554,235.584,0.0
2023,6,22,2,2.681,233.785,0.0
2023,6,22,3,3.142,229.42,0.0
2023,6,22,4,2.87,230.927,0.0
2023,6,22,5,2.318,249.109,0.0
2023,6,22,6,2.503,249.314,0.0
2023,6,22,7,2.382,245.085,0.0
2023,6,22,8,2.294,239.382,0.0
2023,6,22,9,3.325,231.777,0.0
2023,6,22,10,3.234,224.332,0.0
2023,6,22,11,2.499,219.561,0.0
2023,6,22,12,2.557,218.835,0.0
2023,6,22,13,1.961,224.793,0.0
2023,6,22,14,2.174,232.743,0.0
2023,6,22,15,1.708,222.39,0.0
2023,6,22,16,1.705,223.297,0.0
2023,6,22,17,1.58,239.974,0.0
2023,6,22,18,1.764,229.061,0.0
2023,6,22,19,1.305,235.64,0.085
2023,6,22,20,1.403,238.482,0.0
2023,6,22,21,0.884,228.784,0.034
2023,6,22,22,0.347,220.81,0.034
2023,6,22,23,0.815,234.83,0.0
2023,6,23,0,1.067,230.704,0.0
2023,6,23,1,0.688,251.06,0.0
2023,6,23,2,0.727,273.613,0.0
2023,6,23,3,0.559,254.887,0.0
2023,6,23,4,0.589,247.461,0.0
2023,6,23,5,0.588,270.243,0.0
2023,6,23,6,0.779,266.749,0.0
2023,6,23,7,1.069,273.262,0.0
2023,6,23,8,0.647,288.318,0.0
2023,6,23,9,1.849,14.349,0.0
2023,6,23,10,2.439,35.276,0.0
2023,6,23,11,2.283,43.047,0.0
2023,6,23,12,2.395,48.908,0.0
2023,6,23,13,2.602,57.368,0.0
2023,6,23,14,2.494,55.301,0.0
2023,6,23,15,2.556,56.812,0.0
2023,6,23,16,2.433,54.916,0.0
2023,6,23,17,2.536,46.238,0.0
2023,6,23,18,2.607,44.715,0.0
2023,6,23,19,2.919,24.15,0.0
2023,6,23,20,3.565,18.058,0.0
2023,6,23,21,3.334,18.888,0.0
2023,6,23,22,2.442,20.346,0.0
2023,6,23,23,1.703,8.186,0.0
2023,6,24,0,0.937,355.613,0.0
2023,6,24,1,1.366,358.287,0.0
2023,6,24,2,1.3,5.111,0.0
2023,6,24,3,0.567,7.94,0.0
2023,6,24,4,0.667,298.582,0.0
2023,6,24,5,0.575,294.781,0.0
2023,6,24,6,0.903,9.297,0.0
2023,6,24,7,0.479,292.413,0.0
2023,6,24,8,0.592,266.207,0.0
2023,6,24,9,1.536,246.23,0.0
2023,6,24,10,2.002,228.679,0.0
2023,6,24,11,2.233,226.149,0.0
2023,6,24,12,2.542,236.216,0.0
2023,6,24,13,2.623,234.856,0.0
2023,6,24,14,2.751,235.963,0.0
2023,6,24,15,2.379,222.502,0.0
2023,6,24,16,2.39,225.254,0.0
2023,6,24,17,2.163,227.014,0.0
2023,6,24,18,1.875,232.692,0.0
2023,6,24,19,1.563,251.082,0.0
2023,6,24,20,1.17,249.836,0.0
2023,6,24,21,1.131,251.391,0.0
2023,6,24,22,1.363,246.461,0.0
2023,6,24,23,1.2,246.07,0.0
2023,6,25,0,1.077,238.352,0.0
2023,6,25,1,0.957,226.834,0.0
2023,6,25,2,1.195,222.456,0.0
2023,6,25,3,1.28,233.391,0.0
2023,6,25,4,1.231,234.697,0.0
2023,6,25,5,0.886,242.784,0.0
2023,6,25,6,1.167,232.95,0.0
2023,6,25,7,1.043,233.808,0.0
2023,6,25,8,0.946,242.554,0.0
2023,6,25,9,0.74,239.335,0.0
2023,6,25,10,0.477,337.734,0.0
2023,6,25,11,0.299,22.632,0.0
2023,6,25,12,1.069,59.258,0.0
2023,6,25,13,1.242,78.939,0.0
2023,6,25,14,1.433,85.865,0.0
2023,6,25,15,1.457,81.249,0.0
2023,6,25,16,1.315,75.462,0.0
2023,6,25,17,1.083,88.942,0.0
2023,6,25,18,1.151,83.765,0.0
2023,6,25,19,0.954,86.695,0.0
2023,6,25,20,0.545,98.973,0.0
2023,6,25,21,1.298,100.509,0.0
2023,6,25,22,1.573,101.024,0.0
2023,6,25,23,1.77,101.268,0.0
2023,6,26,0,1.284,99.866,0.0
2023,6,26,1,1.237,96.962,0.0
2023,6,26,2,1.566,79.946,0.0
2023,6,26,3,0.469,334.3,0.136
2023,6,26,4,1.103,262.139,0.0
2023,6,26,5,0.794,248.958,0.0
2023,6,26,6,0.974,252.836,0.0
2023,6,26,7,1.158,246.682,0.0
2023,6,26,8,1.27,237.437,0.0
2023,6,26,9,1.252,235.686,0.0
2023,6,26,10,0.9,237.899,0.0
2023,6,26,11,0.948,162.823,0.0
2023,6,26,12,1.319,174.124,0.0
2023,6,26,13,1.603,212.492,0.0
2023,6,26,14,2.033,225.714,0.0
2023,6,26,15,1.96,237.816,0.0
2023,6,26,16,1.777,239.299,0.0
2023,6,26,17,1.073,219.515,0.0
2023,6,26,18,0.922,98.159,0.0
2023,6,26,19,0.421,278.194,0.0
2023,6,26,20,0.577,245.433,0.0
2023,6,26,21,0.686,260.355,0.0
2023,6,26,22,0.681,237.088,0.0
2023,6,26,23,0.861,242.146,0.0
2023,6,27,0,1.1,243.979,0.0
2023,6,27,1,1.291,242.476,0.0
2023,6,27,2,1.264,246.087,0.0
2023,6,27,3,1.243,234.851,0.0
2023,6,27,4,0.713,256.89,0.0
2023,6,27,5,0.912,252.128,0.0
2023,6,27,6,1.243,248.976,0.0
2023,6,27,7,0.882,253.705,0.0
2023,6,27,8,1.387,238.859,0.0
2023,6,27,9,1.441,251.911,0.0
2023,6,27,10,1.429,241.806,0.0
2023,6,27,11,1.964,117.304,0.16999999999999998
2023,6,27,12,4.015,100.064,0.6970000000000001
2023,6,27,13,3.959,103.574,0.85
2023,6,27,14,4.441,104.229,0.663
2023,6,27,15,4.041,96.073,0.187
2023,6,27,16,4.413,98.077,0.034
2023,6,27,17,5.697,100.878,0.068
2023,6,27,18,7.235,102.171,0.391
2023,6,27,19,4.141,99.476,0.187
2023,6,27,20,4.224,96.087,0.255
2023,6,27,21,2.085,76.264,0.102
2023,6,27,22,2.085,76.264,0.017
2023,6,27,23,1.815,68.577,0.017
2023,6,28,0,0.522,40.274,0.034
2023,6,28,1,0.925,9.488,0.0
2023,6,28,2,0.926,281.371,0.051000000000000004
2023,6,28,3,0.942,278.288,0.034
2023,6,28,4,0.334,270.572,0.0
2023,6,28,5,0.64,273.507,0.0
2023,6,28,6,0.7,264.398,0.017
2023,6,28,7,0.479,253.616,0.0
2023,6,28,8,0.239,336.565,0.034
2023,6,28,9,1.297,14.242,0.0
2023,6,28,10,2.162,30.221,0.017
2023,6,28,11,2.148,50.92,0.0
2023,6,28,12,1.997,48.061,0.0
2023,6,28,13,2.261,54.119,0.017
2023,6,28,14,2.693,63.8,0.0
2023,6,28,15,2.737,64.09,0.0
2023,6,28,16,2.994,65.746,0.0
2023,6,28,17,3.96,56.076,0.017
2023,6,28,18,3.119,47.187,0.0
2023,6,28,19,3.423,44.162,0.0
2023,6,28,20,4.195,43.124,0.017
2023,6,28,21,4.55,37.955,0.0
2023,6,28,22,3.719,40.748,0.0
2023,6,28,23,5.503,37.172,0.017
2023,6,29,0,3.968,38.049,0.0
2023,6,29,1,4.175,33.332,0.0
2023,6,29,2,3.687,34.157,0.0
2023,6,29,3,3.901,21.836,0.017
2023,6,29,4,2.147,15.353,0.0
2023,6,29,5,1.348,17.629,0.0
2023,6,29,6,0.613,353.832,0.0
2023,6,29,7,0.581,286.668,0.017
2023,6,29,8,0.573,268.332,0.0
2023,6,29,9,0.27,63.989,0.017
2023,6,29,10,1.182,75.964,0.0
2023,6,29,11,1.115,67.92,0.0
2023,6,29,12,0.948,31.37,0.0
2023,6,29,13,0.224,149.036,0.017
2023,6,29,14,0.901,210.1,0.0
2023,6,29,15,1.129,213.01,0.0
2023,6,29,16,1.749,231.579,0.0
2023,6,29,17,1.502,247.39,0.0
2023,6,29,18,1.234,243.02,0.0
2023,6,29,19,1.108,257.312,0.017
2023,6,29,20,1.07,243.994,0.0
2023,6,29,21,1.005,257.069,0.0
2023,6,29,22,0.944,239.496,0.0
2023,6,29,23,1.089,234.06,0.0
2023,6,30,0,1.057,227.556,0.017
2023,6,30,1,1.267,239.708,0.0
2023,6,30,2,1.12,226.748,0.0
2023,6,30,3,0.78,251.314,0.0
2023,6,30,4,1.232,246.191,0.0
2023,6,30,5,0.754,248.54,0.0
2023,6,30,6,1.154,254.549,0.017
2023,6,30,7,1.019,236.271,0.0
2023,6,30,8,1.026,229.217,0.0
2023,6,30,9,0.929,220.523,0.0
2023,6,30,10,0.954,321.919,0.0
2023,6,30,11,1.061,7.086,0.0
2023,6,30,12,1.06,70.767,0.0
2023,6,30,13,0.97,127.145,0.0
2023,6,30,14,1.291,146.802,0.0
2023,6,30,15,1.183,131.915,0.017
2023,6,30,16,0.755,108.795,0.0
2023,6,30,17,0.527,87.373,0.0
2023,6,30,18,0.477,87.897,0.0
2023,6,30,19,0.496,256.991,0.0
2023,6,30,20,0.954,261.459,0.0
2023,6,30,21,1.05,251.004,0.0
2023,6,30,22,0.89,248.916,0.0
2023,6,30,23,0.968,253.452,0.0
2023,7,1,0,1.193,247.232,0.017
2023,7,1,1,0.993,247.957,0.0
2023,7,1,2,0.775,257.07,0.0
2023,7,1,3,0.799,251.508,0.0
2023,7,1,4,0.953,263.776,0.0
2023,7,1,5,1.021,255.782,0.0
2023,7,1,6,1.147,253.369,0.0
2023,7,1,7,0.837,254.4,0.017
2023,7,1,8,1.177,232.797,0.0
2023,7,1,9,0.919,223.861,0.017
2023,7,1,10,0.539,204.305,0.0
2023,7,1,11,1.162,71.994,0.017
2023,7,1,12,1.361,77.699,0.0
2023,7,1,13,1.456,76.767,0.017
2023,7,1,14,1.152,71.054,0.0
2023,7,1,15,1.052,60.204,0.0
2023,7,1,16,1.068,44.589,0.0
2023,7,1,17,0.994,24.372,0.017
2023,7,1,18,0.902,10.967,0.0
2023,7,1,19,1.001,356.564,0.0
2023,7,1,20,0.968,9.114,0.0
2023,7,1,21,0.557,289.383,0.0
2023,7,1,22,1.152,260.633,0.0
2023,7,1,23,1.03,252.093,0.0
2023,7,2,0,1.024,241.579,0.0
2023,7,2,1,0.782,238.869,0.0
2023,7,2,2,0.919,248.671,0.0
2023,7,2,3,1.185,252.571,0.017
2023,7,2,4,1.366,239.336,0.0
2023,7,2,5,1.297,241.854,0.0
2023,7,2,6,1.297,245.724,0.0
2023,7,2,7,1.289,251.846,0.0
2023,7,2,8,1.271,242.813,0.0
2023,7,2,9,0.915,244.718,0.0
2023,7,2,10,1.028,233.307,0.0
2023,7,2,11,2.021,235.314,0.0
2023,7,2,12,2.762,225.342,0.0
2023,7,2,13,2.79,230.867,0.0
2023,7,2,14,2.507,232.345,0.0
2023,7,2,15,2.509,219.123,0.0
2023,7,2,16,2.732,221.005,0.0
2023,7,2,17,2.088,228.965,0.0
2023,7,2,18,1.418,235.778,0.0
2023,7,2,19,1.27,239.43,0.0
2023,7,2,20,1.513,253.491,0.0
2023,7,2,21,1.367,251.775,0.0
2023,7,2,22,1.118,247.659,0.0
2023,7,2,23,1.199,227.649,0.0
2023,7,3,0,1.608,213.097,0.0
2023,7,3,1,1.309,225.181,0.0
2023,7,3,2,1.159,235.693,0.0
2023,7,3,3,1.147,230.541,0.0
2023,7,3,4,1.113,241.479,0.0
2023,7,3,5,0.734,269.09,0.0
2023,7,3,6,1.366,279.974,0.0
2023,7,3,7,1.553,269.385,0.0
2023,7,3,8,1.52,289.865,0.0
2023,7,3,9,1.196,292.402,0.0
2023,7,3,10,1.868,11.922,0.0
2023,7,3,11,1.991,39.345,0.0
2023,7,3,12,2.049,45.181,0.0
2023,7,3,13,2.255,35.252,0.0
2023,7,3,14,2.022,37.616,0.0
2023,7,3,15,1.519,40.015,0.0
2023,7,3,16,1.55,41.47,0.0
2023,7,3,17,1.609,37.422,0.0
2023,7,3,18,0.639,326.434,0.0
2023,7,3,19,1.024,254.663,0.0
2023,7,3,20,1.097,249.459,0.0
